congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart
105,house,B000490,Sanford,D.,Bishop,Jr.,1947-02-04,GA,D,Yes,1997-01-07
105,house,E000179,Eliot,L.,Engel,,1947-02-18,NY,D,Yes,1997-01-07
105,house,J000070,William,J.,Jefferson,,1947-03-14,LA,D,Yes,1997-01-07
105,house,M000316,Karen,,McCarthy,,1947-03-18,MO,D,Yes,1997-01-07
105,house,S000125,Steven,Harvey,Schiff,,1947-03-18,NM,R,Yes,1997-01-07
105,house,D000217,Thomas,Dale,DeLay,,1947-04-08,TX,R,Yes,1997-01-07
105,house,F000332,Jon,D.,Fox,,1947-04-22,PA,R,Yes,1997-01-07
105,house,R000566,Jim,R.,Ryun,,1947-04-29,KS,R,Yes,1997-01-07
105,house,S000185,Robert,C.,Scott,,1947-04-30,VA,D,Yes,1997-01-07
105,house,D000191,Peter,A.,DeFazio,,1947-05-27,OR,D,Yes,1997-01-07
105,house,N000002,Jerrold,L.,Nadler,,1947-06-13,NY,D,Yes,1997-01-07
105,house,W000099,James,T.,Walsh,,1947-06-19,NY,R,Yes,1997-01-07
105,house,R000409,Dana,T.,Rohrabacher,,1947-06-21,CA,R,Yes,1997-01-07
105,house,D000533,John,J.,Duncan,Jr.,1947-07-21,TN,R,Yes,1997-01-07
105,house,W000268,W.,Curtis,Weldon,,1947-07-22,PA,R,Yes,1997-01-07
105,house,C000868,Robert,E.,Cramer,Jr.,1947-08-22,AL,D,Yes,1997-01-07
105,house,M000590,Michael,R.,McNulty,,1947-09-16,NY,D,Yes,1997-01-07
105,house,S000672,Victor,F.,Snyder,,1947-09-27,AR,D,No,1997-01-07
105,house,G000410,Gene,Eugene,Green,,1947-10-17,TX,D,Yes,1997-01-07
105,house,R000229,William,Blaine,Richardson,,1947-11-15,NM,D,Yes,1997-01-07
105,house,S000583,Lamar,S.,Smith,,1947-11-19,TX,R,Yes,1997-01-07
105,house,L000397,Zoe,,Lofgren,,1947-12-21,CA,D,Yes,1997-01-07
105,house,B000013,Spencer,Thomas,Bachus,III,1947-12-28,AL,R,Yes,1997-01-07
105,house,W000654,Robert,E.,Wise,Jr.,1948-01-06,WV,D,Yes,1997-01-07
105,house,N000143,Anne,Meagher,Northup,,1948-01-22,KY,R,No,1997-01-07
105,house,T000193,Bennie,G.,Thompson,,1948-01-28,MS,D,Yes,1997-01-07
105,house,C000560,Thomas,A.,Coburn,,1948-03-14,OK,R,Yes,1997-01-07
105,house,C000670,Gary,,Condit,,1948-04-21,CA,D,Yes,1997-01-07
105,house,W000315,Robert,A.,Weygand,,1948-05-10,RI,D,No,1997-01-07
105,house,G000120,Sam,,Gejdenson,,1948-05-20,CT,D,Yes,1997-01-07
105,house,B000072,Richard,Hugh,Baker,,1948-05-22,LA,R,Yes,1997-01-07
105,house,H000981,Duncan,L.,Hunter,,1948-05-31,CA,R,Yes,1997-01-07
105,house,L000111,Tom,P.,Latham,,1948-07-14,IA,R,Yes,1997-01-07
105,house,B000574,Earl,,Blumenauer,,1948-08-16,OR,D,Yes,1997-01-07
105,house,B000996,Ed,,Bryant,,1948-09-07,TN,R,Yes,1997-01-07
105,house,M000090,James,,Maloney,,1948-09-17,CT,D,No,1997-01-07
105,house,M000472,John,M.,McHugh,,1948-09-29,NY,R,Yes,1997-01-07
105,house,B000644,Robert,A.,Borski,,1948-10-20,PA,D,Yes,1997-01-07
105,house,B000169,Bob,,Barr,,1948-11-05,GA,R,Yes,1997-01-07
105,house,D000136,Thomas,M.,Davis,III,1949-01-05,VA,R,Yes,1997-01-07
105,house,G000309,Barton,Jennings,Gordon,,1949-01-24,TN,D,Yes,1997-01-07
105,house,N000015,Richard,E.,Neal,,1949-02-14,MA,D,Yes,1997-01-07
105,house,G000041,Greg,,Ganske,,1949-03-31,IA,R,Yes,1997-01-07
105,house,R000011,Nick,J.,Rahall,II,1949-05-20,WV,D,Yes,1997-01-07
105,house,V000108,Peter,J.,Visclosky,,1949-08-13,IN,D,Yes,1997-01-07
105,house,B000213,Joe,Linus,Barton,,1949-09-15,TX,R,Yes,1997-01-07
105,house,S000662,Vincent,K.,Snowbarger,,1949-09-16,KS,R,No,1997-01-07
105,house,M000388,James,O.,McCrery,III,1949-09-18,LA,R,Yes,1997-01-07
105,house,C000794,Jerry,F.,Costello,,1949-09-25,IL,D,Yes,1997-01-07
105,house,S000275,John,B.,Shadegg,,1949-10-22,AZ,R,Yes,1997-01-07
105,house,P000066,Michael,,Parker,,1949-10-31,MS,R,Yes,1997-01-07
105,house,B000589,John,A.,Boehner,,1949-11-17,OH,R,Yes,1997-01-07
105,house,B000575,Roy,,Blunt,,1950-01-10,MO,R,No,1997-01-07
105,house,J000032,Sheila,,Jackson Lee,,1950-01-12,TX,D,Yes,1997-01-07
105,house,I000047,Ernest,J.,Istook,Jr.,1950-02-11,OK,R,Yes,1997-01-07
105,house,S000770,Debbie,Ann,Stabenow,,1950-04-29,MI,D,No,1997-01-07
105,house,S000587,Linda,,Smith,,1950-07-16,WA,R,Yes,1997-01-07
105,house,S001143,Mark,Edward,Souder,,1950-07-18,IN,R,Yes,1997-01-07
105,house,M000466,Paul,F.,McHale,Jr.,1950-07-26,PA,D,Yes,1997-01-07
105,house,R000252,Frank,D.,Riggs,,1950-09-05,CA,R,Yes,1997-01-07
105,house,E000172,Jo Ann,H.,Emerson,,1950-09-16,MO,R,No,1997-01-07
105,house,C000116,Christopher,B.,Cannon,,1950-10-20,UT,R,No,1997-01-07
105,house,D000429,John,T.,Doolittle,,1950-10-30,CA,R,Yes,1997-01-07
105,house,S000148,Charles,E.,Schumer,,1950-11-23,NY,D,Yes,1997-01-07
105,house,H001014,Asa,,Hutchinson,,1950-12-03,AR,R,No,1997-01-07
105,house,T000253,Karen,,Thurman,,1951-01-12,FL,D,Yes,1997-01-07
105,house,C000984,Elijah,E.,Cummings,,1951-01-18,MD,D,Yes,1997-01-07
105,house,B000461,Brian,P.,Bilbray,,1951-01-28,CA,R,Yes,1997-01-07
105,house,G000536,Gilbert,W.,Gutknecht,,1951-03-20,MN,R,Yes,1997-01-07
105,house,Q000016,Jack,,Quinn,,1951-04-13,NY,R,Yes,1997-01-07
105,house,G000439,James,C.,Greenwood,,1951-05-04,PA,R,Yes,1997-01-07
105,house,C000880,Michael,D.,Crapo,,1951-05-20,ID,R,Yes,1997-01-07
105,house,P000171,Edward,A.,Pease,,1951-05-22,IN,R,No,1997-01-07
105,house,T000260,Todd,,Tiahrt,,1951-06-15,KS,R,Yes,1997-01-07
105,house,W000437,Roger,F.,Wicker,,1951-07-05,MS,R,Yes,1997-01-07
105,house,P000555,Deborah,D.,Pryce,,1951-07-29,OH,R,Yes,1997-01-07
105,house,E000250,Lane,A.,Evans,,1951-08-04,IL,D,Yes,1997-01-07
105,house,W000784,Albert,Russell,Wynn,,1951-09-10,MD,D,Yes,1997-01-07
105,house,T000266,John,F.,Tierney,,1951-09-18,MA,D,No,1997-01-07
105,house,F000349,Bob,,Franks,,1951-09-21,NJ,R,Yes,1997-01-07
105,house,K000270,Ron,,Klink,,1951-09-23,PA,D,Yes,1997-01-07
105,house,R000487,Edward,R.,Royce,,1951-10-12,CA,R,Yes,1997-01-07
105,house,P000034,Frank,J.,Pallone,Jr.,1951-10-30,NJ,D,Yes,1997-01-07
105,house,T000057,Ellen,O.,Tauscher,,1951-11-15,CA,D,No,1997-01-07
105,house,E000063,Thomas,,Edwards,,1951-11-24,TX,D,Yes,1997-01-07
105,house,B000220,Charles,F.,Bass,,1952-01-08,NH,R,Yes,1997-01-07
105,house,B000134,James,A.,Barcia,,1952-02-25,MI,D,Yes,1997-01-07
105,house,S001045,Bart,T.,Stupak,,1952-02-29,MI,D,Yes,1997-01-07
105,house,K000016,John,R.,Kasich,,1952-05-13,OH,R,Yes,1997-01-07
105,house,D000492,David,T.,Dreier,,1952-07-05,CA,R,Yes,1997-01-07
105,house,R000435,Ileana,,Ros-Lehtinen,,1952-07-15,FL,R,Yes,1997-01-07
105,house,F000257,Michael,P.,Forbes,,1952-07-16,NY,R,Yes,1997-01-07
105,house,C000100,Tom,,Campbell,,1952-08-14,CA,R,Yes,1997-01-07
105,house,P000422,Earl,Ralph,Pomeroy,,1952-09-02,ND,D,Yes,1997-01-07
105,house,G000289,Bob,W.,Goodlatte,,1952-09-22,VA,R,Yes,1997-01-07
105,house,K000110,Joseph,Patrick,Kennedy,II,1952-09-24,MA,D,Yes,1997-01-07
105,house,S000044,Max,A.,Sandlin,Jr.,1952-09-29,TX,D,No,1997-01-07
105,house,R000462,Steven,R.,Rothman,,1952-10-14,NJ,D,No,1997-01-07
105,house,C000830,C.,Christopher,Cox,,1952-10-16,CA,R,Yes,1997-01-07
105,house,B000944,Sherrod,,Brown,,1952-11-09,OH,D,Yes,1997-01-07
105,house,K000274,Scott,L.,Klug,,1953-01-16,WI,R,Yes,1997-01-07
105,house,C000266,Steve,J.,Chabot,,1953-01-22,OH,R,Yes,1997-01-07
105,house,S000522,Christopher,H.,Smith,,1953-03-04,NJ,R,Yes,1997-01-07
105,house,V000081,Nydia,M.,Velázquez,,1953-03-28,NY,D,Yes,1997-01-07
105,house,U000031,Fred,Stephen,Upton,,1953-04-23,MI,R,Yes,1997-01-07
105,house,M000477,Scott,,McInnis,,1953-05-09,CO,R,Yes,1997-01-07
105,house,C000059,Ken,S.,Calvert,,1953-06-08,CA,R,Yes,1997-01-07
105,house,C000071,Dave,Lee,Camp,,1953-07-09,MI,R,Yes,1997-01-07
105,house,D000482,Michael,F.,Doyle,Jr.,1953-08-05,PA,D,Yes,1997-01-07
105,house,W000267,David,J.,Weldon,Jr.,1953-08-31,FL,R,Yes,1997-01-07
105,house,T000074,Gene,,Taylor,,1953-09-17,MS,D,Yes,1997-01-07
105,house,M001137,Gregory,W.,Meeks,,1953-09-25,NY,D,No,1997-01-07
105,house,H000676,Peter,,Hoekstra,,1953-10-30,MI,R,Yes,1997-01-07
105,house,W000391,Richard,Alan,White,,1953-11-06,WA,R,Yes,1997-01-07
105,house,B000177,Thomas,M.,Barrett,,1953-12-08,WI,D,Yes,1997-01-07
105,house,G000535,Luis,V.,Gutiérrez,,1953-12-10,IL,D,Yes,1997-01-07
105,house,M000639,Robert,,Menéndez,,1954-01-01,NJ,D,Yes,1997-01-07
105,house,B000617,Henry,,Bonilla,,1954-01-02,TX,R,Yes,1997-01-07
105,house,D000424,Calvin,M.,Dooley,,1954-01-11,CA,D,Yes,1997-01-07
105,house,N000054,Mark,W.,Neumann,,1954-02-27,WI,R,Yes,1997-01-07
105,house,P000148,L.,William,Paxon,,1954-04-29,NY,R,Yes,1997-01-07
105,house,M000934,Jerry,,Moran,,1954-05-29,KS,R,No,1997-01-07
105,house,C000107,Charles,T.,Canady,,1954-06-22,FL,R,Yes,1997-01-07
105,house,N000081,Robert,William,Ney,,1954-07-05,OH,R,Yes,1997-01-07
105,house,L000553,Steven,C.,LaTourette,,1954-07-22,OH,R,Yes,1997-01-07
105,house,D000299,Lincoln,,Diaz-Balart,,1954-08-13,FL,R,Yes,1997-01-07
105,house,F000238,Mark,Adam,Foley,,1954-09-08,FL,R,Yes,1997-01-07
105,house,L000096,Steve,,Largent,,1954-09-28,OK,R,Yes,1997-01-07
105,house,S000344,Brad,J.,Sherman,,1954-10-24,CA,D,No,1997-01-07
105,house,R000567,William,Thomas,Redmond,,1955-01-28,NM,R,No,1997-01-07
105,house,B000081,John,,Baldacci,,1955-01-30,ME,D,Yes,1997-01-07
105,house,M000523,Cynthia,,McKinney,,1955-03-17,GA,D,Yes,1997-01-07
105,house,S000250,Pete,A.,Sessions,,1955-03-22,TX,R,No,1997-01-07
105,house,B000755,Kevin,P.,Brady,,1955-04-11,TX,R,No,1997-01-07
105,house,K000220,Jack,,Kingston,,1955-04-24,GA,R,Yes,1997-01-07
105,house,R000004,George,P.,Radanovich,,1955-06-20,CA,R,Yes,1997-01-07
105,house,G000359,Lindsey,O.,Graham,,1955-07-09,SC,R,Yes,1997-01-07
105,house,B001135,Richard,M.,Burr,,1955-11-30,NC,R,Yes,1997-01-07
105,house,P000449,Robert,J.,Portman,,1955-12-19,OH,R,Yes,1997-01-07
105,house,E000187,Philip,,English,,1956-06-20,PA,R,Yes,1997-01-07
105,house,M000485,Mike,,McIntyre,,1956-08-06,NC,D,No,1997-01-07
105,house,T000024,James,M.,Talent,,1956-10-18,MO,R,Yes,1997-01-07
105,house,R000385,Timothy,,Roemer,,1956-10-30,IN,D,Yes,1997-01-07
105,house,F000043,Chaka,,Fattah,,1956-11-21,PA,D,Yes,1997-01-07
105,house,B000518,Rod,,Blagojevich,,1956-12-10,IL,D,No,1997-01-07
105,house,R000281,Lynn,,Rivers,,1956-12-19,MI,D,Yes,1997-01-07
105,house,M000627,Martin,T.,Meehan,,1956-12-30,MA,D,Yes,1997-01-07
105,house,H000712,Tim,,Holden,,1957-03-05,PA,D,Yes,1997-01-07
105,house,D000275,Peter,,Deutsch,,1957-04-01,FL,D,Yes,1997-01-07
105,house,W000273,Gerald,C.,Weller,,1957-07-07,IL,R,Yes,1997-01-07
105,house,D000197,Diana,L.,DeGette,,1957-07-29,CO,D,No,1997-01-07
105,house,A000210,Robert,E.,Andrews,,1957-08-04,NJ,D,Yes,1997-01-07
105,house,R000386,James,E.,Rogan,,1957-08-21,CA,R,No,1997-01-07
105,house,D000114,James,,Davis,,1957-10-11,FL,D,No,1997-01-07
105,house,W000119,Zach,,Wamp,,1957-10-28,TN,R,Yes,1997-01-07
105,house,W000210,J.C.,,Watts,,1957-11-18,OK,R,Yes,1997-01-07
105,house,E000093,Robert,L.,Ehrlich,Jr.,1957-11-25,MD,R,Yes,1997-01-07
105,house,S000018,Matt,,Salmon,,1958-01-21,AZ,R,Yes,1997-01-07
105,house,B000287,Xavier,,Becerra,,1958-01-26,CA,D,Yes,1997-01-07
105,house,S000364,John,M.,Shimkus,,1958-02-21,IL,R,No,1997-01-07
105,house,L000155,Rick,A.,Lazio,,1958-03-13,NY,R,Yes,1997-01-07
105,house,E000194,John,Eric,Ensign,,1958-03-25,NV,R,Yes,1997-01-07
105,house,M000843,Susan,,Molinari,,1958-03-27,NY,R,Yes,1997-01-07
105,house,H000948,Kenny,C.,Hulshof,,1958-05-22,MO,R,No,1997-01-07
105,house,M000481,David,M.,McIntosh,,1958-06-08,IN,R,Yes,1997-01-07
105,house,H000413,John,D.,Hayworth,Jr.,1958-07-12,AZ,R,Yes,1997-01-07
105,house,T000238,Mac,M.,Thornberry,,1958-07-15,TX,R,Yes,1997-01-07
105,house,B001203,Stephen,E.,Buyer,,1958-11-26,IN,R,Yes,1997-01-07
105,house,B000400,Ken,,Bentsen,,1959-06-03,TX,D,Yes,1997-01-07
105,house,H000615,Van,,Hilleary,,1959-06-20,TN,R,Yes,1997-01-07
105,house,I000023,Bob,,Inglis,,1959-10-11,SC,R,Yes,1997-01-07
105,house,M000312,James,P.,McGovern,,1959-11-20,MA,D,No,1997-01-07
105,house,J000110,Christopher,,John,,1960-01-05,LA,D,No,1997-01-07
105,house,L000491,Frank,D.,Lucas,,1960-01-06,OK,R,Yes,1997-01-07
105,house,S000030,Loretta,B.,Sanchez,,1960-01-07,CA,D,No,1997-01-07
105,house,S000051,Marshall,,Sanford,,1960-05-28,SC,R,Yes,1997-01-07
105,house,N000172,James,Allen,Nussle,,1960-06-27,IA,R,Yes,1997-01-07
105,house,P000049,Michael,James,Pappas,,1960-12-29,NJ,R,No,1997-01-07
105,house,W000789,Heather,A.,Wilson,,1960-12-30,NM,R,No,1997-01-07
105,house,W000314,Robert,,Wexler,,1961-01-02,FL,D,No,1997-01-07
105,house,T000250,John,,Thune,,1961-01-07,SD,R,No,1997-01-07
105,house,P000419,Richard,W.,Pombo,,1961-01-08,CA,R,Yes,1997-01-07
105,house,H000807,John,Nathan,Hostettler,,1961-06-19,IN,R,Yes,1997-01-07
105,house,B001228,Mary,Whitaker,Bono Mack,,1961-10-24,CA,R,No,1997-01-07
105,house,S000112,Bob,,Schaffer,,1962-07-24,CO,R,No,1997-01-07
105,house,C000377,Jon,Lynn,Christensen,,1963-02-20,NE,R,Yes,1997-01-07
105,house,K000188,Ron,James,Kind,,1963-03-16,WI,D,No,1997-01-07
105,house,S000106,Joe,,Scarborough,,1963-04-09,FL,R,Yes,1997-01-07
105,house,P000323,Charles,W.,Pickering,Jr.,1963-08-10,MS,R,No,1997-01-07
105,house,S001078,John,E.,Sununu,,1964-09-10,NH,R,No,1997-01-07
105,house,F000440,Vito,J.,Fossella,Jr.,1965-03-09,NY,R,No,1997-01-07
105,house,J000283,Jesse,Louis,Jackson,Jr.,1965-03-11,IL,D,Yes,1997-01-07
105,house,S000510,Adam,,Smith,,1965-06-15,WA,D,No,1997-01-07
105,house,A000055,Robert,B.,Aderholt,,1965-07-22,AL,R,No,1997-01-07
105,house,K000113,Patrick,Joseph,Kennedy,,1967-07-14,RI,D,Yes,1997-01-07
105,house,F000262,Harold,E.,Ford,Jr.,1970-05-11,TN,D,No,1997-01-07
105,senate,T000254,J.,Strom,Thurmond,,1902-12-05,SC,R,Yes,1997-01-07
105,senate,B001210,Robert,C.,Byrd,,1917-11-20,WV,D,Yes,1997-01-07
105,senate,G000236,John,Herschel,Glenn,Jr.,1921-07-18,OH,D,Yes,1997-01-07
105,senate,R000460,William,V.,Roth,Jr.,1921-07-22,DE,R,Yes,1997-01-07
105,senate,H000463,Jesse,,Helms,,1921-10-18,NC,R,Yes,1997-01-07
105,senate,H000725,Ernest,F.,Hollings,,1922-01-01,SC,D,Yes,1997-01-07
105,senate,C000269,John,Hubbard,Chafee,,1922-10-22,RI,R,Yes,1997-01-07
105,senate,S000888,Ted,F.,Stevens,,1923-11-18,AK,R,Yes,1997-01-07
105,senate,L000123,Frank,R.,Lautenberg,,1924-01-23,NJ,D,Yes,1997-01-07
105,senate,I000025,Daniel,K.,Inouye,,1924-09-07,HI,D,Yes,1997-01-07
105,senate,F000268,Wendell,Hampton,Ford,,1924-09-08,KY,D,Yes,1997-01-07
105,senate,A000069,Daniel,Kahikina,Akaka,,1924-09-11,HI,D,Yes,1997-01-07
105,senate,B001057,Dale,,Bumpers,,1925-08-12,AR,D,Yes,1997-01-07
105,senate,W000154,John,W.,Warner,,1927-02-18,VA,R,Yes,1997-01-07
105,senate,M001054,Daniel,Patrick,Moynihan,,1927-03-16,NY,D,Yes,1997-01-07
105,senate,G000333,T.,Slade,Gorton,,1928-01-08,WA,R,Yes,1997-01-07
105,senate,F000437,Duncan,McLauchlin,Faircloth,,1928-01-14,NC,R,Yes,1997-01-07
105,senate,S000709,Arlen,,Specter,,1930-02-12,PA,R,Yes,1997-01-07
105,senate,K000105,Edward,M.,Kennedy,,1932-02-22,MA,D,Yes,1997-01-07
105,senate,L000504,Richard,G.,Lugar,,1932-04-04,IN,R,Yes,1997-01-07
105,senate,D000407,Pete,V.,Domenici,,1932-05-07,NM,R,Yes,1997-01-07
105,senate,S000064,Paul,S.,Sarbanes,,1933-02-03,MD,D,Yes,1997-01-07
105,senate,T000162,Craig,,Thomas,,1933-02-17,WY,R,Yes,1997-01-07
105,senate,M001085,Frank,H.,Murkowski,,1933-03-28,AK,R,Yes,1997-01-07
105,senate,C000077,Ben,Nighthorse,Campbell,,1933-04-13,CO,R,Yes,1997-01-07
105,senate,F000062,Dianne,,Feinstein,,1933-06-22,CA,D,Yes,1997-01-07
105,senate,G000386,Charles,E.,Grassley,,1933-09-17,IA,R,Yes,1997-01-07
105,senate,B000382,Robert,F.,Bennett,,1933-09-18,UT,R,Yes,1997-01-07
105,senate,H000338,Orrin,G.,Hatch,,1934-03-22,UT,R,Yes,1997-01-07
105,senate,S000320,Richard,C.,Shelby,,1934-05-06,AL,R,Yes,1997-01-07
105,senate,J000072,James,M.,Jeffords,,1934-05-11,VT,R,Yes,1997-01-07
105,senate,L000261,Carl,,Levin,,1934-06-28,MI,D,Yes,1997-01-07
105,senate,I000024,James,M.,Inhofe,,1934-11-17,OK,R,Yes,1997-01-07
105,senate,B001126,Conrad,,Burns,,1935-01-25,MT,R,Yes,1997-01-07
105,senate,K000305,Herbert,H.,Kohl,,1935-02-07,WI,D,Yes,1997-01-07
105,senate,R000307,Pat,,Roberts,,1936-04-20,KS,R,Yes,1997-01-07
105,senate,M000702,Barbara,A.,Mikulski,,1936-07-20,MD,D,Yes,1997-01-07
105,senate,M000303,John,S.,McCain,,1936-08-29,AZ,R,Yes,1997-01-07
105,senate,G000352,Bob,,Graham,,1936-11-09,FL,D,Yes,1997-01-07
105,senate,R000361,John,D.,Rockefeller,IV,1937-06-18,WV,D,Yes,1997-01-07
105,senate,B000993,Richard,H.,Bryan,,1937-07-16,NV,D,Yes,1997-01-07
105,senate,D000018,Alfonse,Marcello,D'Amato,,1937-08-01,NY,R,Yes,1997-01-07
105,senate,C000567,Thad,,Cochran,,1937-12-07,MS,R,Yes,1997-01-07
105,senate,C000813,Paul,D.,Coverdell,,1939-01-20,GA,R,Yes,1997-01-07
105,senate,B000611,Christopher,S.,Bond,,1939-03-06,MO,R,Yes,1997-01-07
105,senate,R000295,Charles,S.,Robb,,1939-06-26,VA,D,Yes,1997-01-07
105,senate,H000206,Thomas,,Harkin,,1939-11-19,IA,D,Yes,1997-01-07
105,senate,R000146,Harry,M.,Reid,,1939-12-02,NV,D,Yes,1997-01-07
105,senate,L000174,Patrick,J.,Leahy,,1940-03-31,VT,D,Yes,1997-01-07
105,senate,M000019,Connie,,Mack,III,1940-10-29,FL,R,Yes,1997-01-07
105,senate,B000711,Barbara,,Boxer,,1940-11-11,CA,D,Yes,1997-01-07
105,senate,S000606,Robert,,Smith,,1941-03-30,NH,R,Yes,1997-01-07
105,senate,L000447,Trent,,Lott,,1941-10-09,MS,R,Yes,1997-01-07
105,senate,B000243,Max,S.,Baucus,,1941-12-11,MT,D,Yes,1997-01-07
105,senate,M000355,Mitch,,McConnell,,1942-02-20,KY,R,Yes,1997-01-07
105,senate,L000304,Joseph,I.,Lieberman,,1942-02-24,CT,D,Yes,1997-01-07
105,senate,K000352,Jon,,Kyl,,1942-04-25,AZ,R,Yes,1997-01-07
105,senate,A000356,John,,Ashcroft,,1942-05-09,MO,R,Yes,1997-01-07
105,senate,D000432,Byron,L.,Dorgan,,1942-05-14,ND,D,Yes,1997-01-07
105,senate,G000365,Phil,,Gramm,,1942-07-08,TX,R,Yes,1997-01-07
105,senate,T000457,Fred,,Thompson,,1942-08-19,TN,R,Yes,1997-01-07
105,senate,C001034,J.,Maxwell,Cleland,,1942-08-24,GA,D,No,1997-01-07
105,senate,B000444,Joseph,R.,Biden,Jr.,1942-11-20,DE,D,Yes,1997-01-07
105,senate,C000542,Daniel,Ray,Coats,,1943-05-16,IN,R,Yes,1997-01-07
105,senate,H001016,Kay,Bailey,Hutchison,,1943-07-22,TX,R,Yes,1997-01-07
105,senate,K000146,J.,Robert,Kerrey,,1943-08-27,NE,D,Yes,1997-01-07
105,senate,B000468,Jeff,,Bingaman,,1943-10-03,NM,D,Yes,1997-01-07
105,senate,A000109,Wayne,A.,Allard,,1943-12-02,CO,R,Yes,1997-01-07
105,senate,K000148,John,Forbes,Kerry,,1943-12-11,MA,D,Yes,1997-01-07
105,senate,E000285,Michael,B.,Enzi,,1944-02-01,WY,R,No,1997-01-07
105,senate,B000780,John,B.,Breaux,,1944-03-01,LA,D,Yes,1997-01-07
105,senate,D000388,Christopher,J.,Dodd,,1944-05-27,CT,D,Yes,1997-01-07
105,senate,W000288,Paul,David,Wellstone,,1944-07-21,MN,D,Yes,1997-01-07
105,senate,D000563,Richard,J.,Durbin,,1944-11-21,IL,D,Yes,1997-01-07
105,senate,C000858,Larry,E.,Craig,,1945-07-20,ID,R,Yes,1997-01-07
105,senate,H001028,Charles,T.,Hagel,,1946-10-04,NE,R,No,1997-01-07
105,senate,S001141,Jefferson,B.,Sessions,,1946-12-24,AL,R,No,1997-01-07
105,senate,J000177,Tim,P.,Johnson,,1946-12-28,SD,D,Yes,1997-01-07
105,senate,D000294,Michael,,DeWine,,1947-01-05,OH,R,Yes,1997-01-07
105,senate,G000445,Judd,A.,Gregg,,1947-02-14,NH,R,Yes,1997-01-07
105,senate,S000663,Olympia,J.,Snowe,,1947-02-21,ME,R,Yes,1997-01-07
105,senate,M001025,Carol,,Moseley Braun,,1947-08-16,IL,D,Yes,1997-01-07
105,senate,D000064,Thomas,A.,Daschle,,1947-12-09,SD,D,Yes,1997-01-07
105,senate,G000367,Rod,,Grams,,1948-02-04,MN,R,Yes,1997-01-07
105,senate,C000705,Kent,Kent,Conrad,,1948-03-12,ND,D,Yes,1997-01-07
105,senate,N000102,Don,,Nickles,,1948-12-06,OK,R,Yes,1997-01-07
105,senate,W000779,Ron,,Wyden,,1949-05-03,OR,D,Yes,1997-01-07
105,senate,H001015,Tim,,Hutchinson,,1949-08-11,AR,R,Yes,1997-01-07
105,senate,R000122,John,F.,Reed,,1949-11-12,RI,D,Yes,1997-01-07
105,senate,M001111,Patty,,Murray,,1950-10-11,WA,D,Yes,1997-01-07
105,senate,T000317,Robert,,Torricelli,,1951-08-27,NJ,D,Yes,1997-01-07
105,senate,K000088,Dirk,,Kempthorne,,1951-10-29,ID,R,Yes,1997-01-07
105,senate,F000439,William,H.,Frist,,1952-02-22,TN,R,Yes,1997-01-07
105,senate,S001142,Gordon,Harold,Smith,,1952-05-25,OR,R,No,1997-01-07
105,senate,A000355,Spencer,,Abraham,,1952-06-12,MI,R,Yes,1997-01-07
105,senate,C001035,Susan,M.,Collins,,1952-12-07,ME,R,No,1997-01-07
105,senate,F000061,Russell,D.,Feingold,,1953-03-02,WI,D,Yes,1997-01-07
105,senate,L000550,Mary,L.,Landrieu,,1955-11-23,LA,D,No,1997-01-07
105,senate,B000953,Samuel,D.,Brownback,,1956-09-12,KS,R,Yes,1997-01-07
105,senate,S000059,Richard,J.,Santorum,,1958-05-10,PA,R,Yes,1997-01-07
106,house,B000918,George,E.,Brown,Jr.,1920-03-06,CA,D,Yes,1999-01-06
106,house,G000212,Benjamin,,Gilman,,1922-12-06,NY,R,Yes,1999-01-06
106,house,H000067,Ralph,M.,Hall,,1923-05-03,TX,D,Yes,1999-01-06
106,house,H001022,Henry,John,Hyde,,1924-04-18,IL,R,Yes,1999-01-06
106,house,R000141,Ralph,,Regula,,1924-12-03,OH,R,Yes,1999-01-06
106,house,M000628,Carrie,,Meek,,1926-04-29,FL,D,Yes,1999-01-06
106,house,B000208,Roscoe,G.,Bartlett,,1926-06-03,MD,R,Yes,1999-01-06
106,house,D000355,John,D.,Dingell,,1926-07-08,MI,D,Yes,1999-01-06
106,house,H000814,Amory,,Houghton,Jr.,1926-08-07,NY,R,Yes,1999-01-06
106,house,B000104,Cass,,Ballenger,,1926-12-06,NC,R,Yes,1999-01-06
106,house,S001044,Robert,,Stump,,1927-04-04,AZ,R,Yes,1999-01-06
106,house,M000834,John,Joseph,Moakley,,1927-04-27,MA,D,Yes,1999-01-06
106,house,S000453,Norman,,Sisisky,,1927-06-09,VA,D,Yes,1999-01-06
106,house,S000463,Joseph,,Skeen,,1927-06-30,NM,R,Yes,1999-01-06
106,house,M000669,Jack,,Metcalf,,1927-11-30,WA,R,Yes,1999-01-06
106,house,G000291,William,F.,Goodling,,1927-12-05,PA,R,Yes,1999-01-06
106,house,M000797,Patsy,Takemoto,Mink,,1927-12-06,HI,D,Yes,1999-01-06
106,house,L000090,Tom,,Lantos,,1928-02-01,CA,D,Yes,1999-01-06
106,house,A000215,Bill,,Archer,,1928-03-22,TX,R,Yes,1999-01-06
106,house,S000718,Floyd,,Spence,,1928-04-09,SC,R,Yes,1999-01-06
106,house,B000229,Herbert,H.,Bateman,,1928-08-07,VA,R,Yes,1999-01-06
